model,place,strength,silhouette,asr,style_family,surface_style
L3.1-8B,prefix,0,0.4527660310268402,,surface_noise,letter_case
L3.1-8B,prefix,10,0.4493960440158844,,surface_noise,letter_case
L3.1-8B,prefix,25,0.4665378928184509,,surface_noise,letter_case
L3.1-8B,prefix,50,0.48868605494499207,,surface_noise,letter_case
L3.1-8B,prefix,75,0.4948382079601288,,surface_noise,letter_case
L3.1-8B,prefix,100,0.4994804263114929,,surface_noise,letter_case
L3.1-8B,suffix,0,0.4527660310268402,,surface_noise,letter_case
L3.1-8B,suffix,10,0.47915253043174744,,surface_noise,letter_case
L3.1-8B,suffix,25,0.48274046182632446,,surface_noise,letter_case
L3.1-8B,suffix,50,0.5042431950569153,,surface_noise,letter_case
L3.1-8B,suffix,75,0.48934653401374817,,surface_noise,letter_case
L3.1-8B,suffix,100,0.4785386919975281,,surface_noise,letter_case
L3.1-8B,global,0,0.4527660310268402,,surface_noise,letter_case
L3.1-8B,global,10,0.47724437713623047,,surface_noise,letter_case
L3.1-8B,global,25,0.51376873254776,,surface_noise,letter_case
L3.1-8B,global,50,0.46302327513694763,,surface_noise,letter_case
L3.1-8B,global,75,0.49562034010887146,,surface_noise,letter_case
L3.1-8B,global,100,0.5027574300765991,,surface_noise,letter_case
