model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,activation_similarity,mirroring_rate_batch,mirroring_yes,mirroring_total,mirroring_rate
G-7B,global,-10,0.8649462684988976,3.847261402222694,0.8271384499967098,42.60939025878906,-0.053462982177734375,0.7774810791015625,0.0,0,16,0.0
G-7B,global,-8,0.8672647811472416,5.21160186655469,0.8395686335861683,28.424819946289062,-0.07511138916015625,0.7764739990234375,0.0,0,16,0.0
G-7B,global,-6,0.8710005655884743,5.468460326020808,0.8424315080046654,24.913101196289062,-0.0713958740234375,0.7782135009765625,0.0,0,16,0.0
G-7B,global,-4,0.8889909833669662,17.831638262593497,0.8735443018376827,15.601760864257812,-0.04972076416015625,0.823516845703125,0.0,0,16,0.0
G-7B,global,-2,0.9277999438345432,37.2515246922477,0.9179526157677174,10.608169555664062,-0.01312255859375,0.929962158203125,0.0,0,16,0.0
G-7B,global,0,1.0000000074505806,100.00000000000004,1.0000000037252903,0.0,0.0,1.0,0.0,0,16,0.0
G-7B,global,2,0.9263353534042835,56.425106625472,0.9479603171348572,2.6125335693359375,-0.01830291748046875,0.9372406005859375,0.0625,1,16,0.0625
G-7B,global,4,0.9069052189588547,48.12541150264485,0.930396031588316,9.850967407226562,-0.00579071044921875,0.88568115234375,0.0,0,16,0.0
G-7B,global,6,0.8789215311408043,31.58405382154603,0.9066721946001053,10.318008422851562,-0.0037384033203125,0.8733367919921875,0.0,0,16,0.0
G-7B,global,8,0.8778203725814819,30.832414129134854,0.9020220749080181,16.592544555664062,0.0098724365234375,0.864837646484375,0.0,0,16,0.0
G-7B,global,10,0.8635805696249008,11.614723319504847,0.8416499868035316,22.127456665039062,0.0234832763671875,0.8730621337890625,0.0,0,16,0.0
G-7B,prefix,-10,0.8906909711658955,23.04114316737272,0.8754097260534763,17.064224243164062,-0.028385162353515625,0.8352890014648438,0.0,0,16,0.0
G-7B,prefix,-8,0.8903329186141491,38.316190997563275,0.9227861911058426,8.833267211914062,-0.054248809814453125,0.929534912109375,0.0,0,16,0.0
G-7B,prefix,-6,0.895222682505846,38.73573167413076,0.924983087927103,7.5113067626953125,-0.0531768798828125,0.93280029296875,0.0,0,16,0.0
G-7B,prefix,-4,0.9132031388580799,38.11679138914128,0.915908508002758,7.8517608642578125,-0.031581878662109375,0.901458740234375,0.0,0,16,0.0
G-7B,prefix,-2,0.9459996819496155,53.215909052175995,0.9409030862152576,6.3943023681640625,-0.01209259033203125,0.970611572265625,0.0,0,16,0.0
G-7B,prefix,0,1.0000000074505806,100.00000000000004,1.0000000037252903,0.0,0.0,1.0,0.0,0,16,0.0
G-7B,prefix,2,0.9503233321011066,60.36272889835331,0.9566221386194229,1.5103302001953125,-0.00638580322265625,0.983062744140625,0.0,0,16,0.0
G-7B,prefix,4,0.9229813553392887,41.607818796883855,0.9209406450390816,7.4929962158203125,0.0131988525390625,0.8872222900390625,0.0,0,16,0.0
G-7B,prefix,6,0.89103564620018,46.95434804987633,0.928127896040678,9.057815551757812,-0.013702392578125,0.92340087890625,0.0,0,16,0.0
G-7B,prefix,8,0.8873001001775265,42.73942544059598,0.9227075688540936,8.740310668945312,-0.01583099365234375,0.927490234375,0.0,0,16,0.0
G-7B,prefix,10,0.8801500387489796,36.83335430723429,0.9128617011010647,14.388565063476562,-0.024372100830078125,0.902099609375,0.0,0,16,0.0
G-7B,suffix,-10,0.8865560069680214,5.784800443141794,0.8366316705942154,28.699234008789062,-0.09022903442382812,0.7849655151367188,0.0,0,16,0.0
G-7B,suffix,-8,0.8927233293652534,24.27953309954087,0.8863940238952637,10.762130737304688,-0.06522941589355469,0.8667449951171875,0.0,0,16,0.0
G-7B,suffix,-6,0.8978350684046745,40.765035129891785,0.9139247946441174,7.5120697021484375,-0.05545806884765625,0.8943023681640625,0.0,0,16,0.0
G-7B,suffix,-4,0.9135307185351849,59.48717074813148,0.9528361596167088,5.943572998046875,-0.05965995788574219,0.973602294921875,0.0,0,16,0.0
G-7B,suffix,-2,0.9586566276848316,69.69307150117142,0.966302927583456,2.588348388671875,-0.03685760498046875,0.98968505859375,0.0,0,16,0.0
G-7B,suffix,0,1.0000000074505806,100.00000000000004,1.0000000037252903,0.0,0.0,1.0,0.0,0,16,0.0
G-7B,suffix,2,0.9601531326770782,67.55903576868819,0.9608313962817192,1.62591552734375,-0.020885467529296875,0.9862060546875,0.0,0,16,0.0
G-7B,suffix,4,0.926574494689703,50.912628892049746,0.9351116642355919,3.94903564453125,-0.02741241455078125,0.9150238037109375,0.0,0,16,0.0
G-7B,suffix,6,0.8996900022029877,50.010508956237885,0.9291652739048004,8.753219604492188,-0.026411056518554688,0.8768768310546875,0.0,0,16,0.0
G-7B,suffix,8,0.8959431052207947,45.18149959647059,0.921257734298706,8.843399047851562,-0.03293609619140625,0.870086669921875,0.125,2,16,0.125
G-7B,suffix,10,0.8890741802752018,33.13506966515856,0.9016329012811184,14.262161254882812,-0.027528762817382812,0.87255859375,0.0625,1,16,0.0625
