model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,jsd_drift,activation_similarity,mirroring_rate
L3.1-8B,global,0,0.9999999990686774,100.00000000000004,0.9999999850988388,0.0,0.0,,1.0,0.0
L3.1-8B,global,1,0.9814353408291936,100.00000000000004,0.9999999850988388,0.1026611328125,0.0081844329833984,,0.9205570220947266,0.0
L3.1-8B,global,5,0.93819809705019,60.32627566040807,0.9469244182109832,-0.218414306640625,0.0084924697875976,,0.6202535331249237,0.0
L3.1-8B,global,20,0.8578407666645944,61.29620548870014,0.9475338608026505,-1.0087738037109375,-0.0223455429077148,,0.5146829709410667,0.0
L3.1-8B,global,50,0.7807634342461824,57.71511978012549,0.938535049557686,-2.321395874023437,-0.0316009521484375,,0.5016839653253555,0.0
L3.1-8B,global,100,0.7195551409386098,58.11045303874797,0.9431246072053908,-3.0427169799804688,-0.0416183471679687,,0.4625290632247925,0.0
L3.1-8B,prefix,0,0.9999999990686774,100.00000000000004,0.9999999850988388,0.0,0.0,,1.0,0.0
L3.1-8B,prefix,1,0.9999999976716936,100.00000000000004,0.9999999850988388,0.0,0.0,,1.0,0.0
L3.1-8B,prefix,5,0.9999999976716936,100.00000000000004,0.9999999850988388,0.0,0.0,,1.0,0.0
L3.1-8B,prefix,20,0.9999999976716936,100.00000000000004,0.9999999850988388,0.0,0.0,,1.0,0.0
L3.1-8B,prefix,50,0.9999999976716936,100.00000000000004,0.9999999850988388,0.0,0.0,,1.0,0.0
L3.1-8B,prefix,100,0.9999999976716936,100.00000000000004,0.9999999850988388,0.0,0.0,,1.0,0.0
L3.1-8B,suffix,0,0.9999999990686774,100.00000000000004,0.9999999850988388,0.0,0.0,,1.0,0.0
L3.1-8B,suffix,1,0.9999999976716936,100.00000000000004,0.9999999850988388,0.0,0.0,,1.0,0.0
L3.1-8B,suffix,5,0.9999999976716936,100.00000000000004,0.9999999850988388,0.0,0.0,,1.0,0.0
L3.1-8B,suffix,20,0.9999999976716936,100.00000000000004,0.9999999850988388,0.0,0.0,,1.0,0.0
L3.1-8B,suffix,50,0.9999999976716936,100.00000000000004,0.9999999850988388,0.0,0.0,,1.0,0.0
L3.1-8B,suffix,100,0.9999999976716936,100.00000000000004,0.9999999850988388,0.0,0.0,,1.0,0.0
